FM Modulation Parameters: m=10000.0, F=2000000, FMOD=20, FD=100000
Frequency	Signal	Power
9560	-0.87632843	3.2810733e-28
9580	-0.3681668	4.358861e-28
9600	0.30897351	5.5910006e-28
9620	0.84430327	2.4599431e-28
9640	0.9921205	6.7025702e-28
9660	0.68458106	2.9885679e-28
9680	0.0628373	9.3420433e-29
9700	-0.58774709	8.601718e-29
9720	-0.96857136	1.7814894e-29
9740	-0.90484738	2.0330871e-28
9760	-0.42582276	2.5419468e-28
9780	0.24864306	3.2310311e-28
9800	0.8089884	1.2441162e-28
9820	0.9980298	3.5479991e-29
9840	0.72900233	1.1341118e-28
9860	0.12538238	3.2393419e-28
9880	-0.53578471	5.2656083e-28
9900	-0.95104102	4.4117213e-28
9920	-0.92979506	3.1122128e-28
9940	-0.48179815	9.3831766e-29
9960	0.18733116	1.0762987e-30
9980	0.7704805	3.5136464e-29
10000	1	1.5467215e-29
10020	0.77054638	2.1682045e-28
10040	0.18743269	2.2951057e-28
10060	-0.48170757	8.272728e-29
10080	-0.929757	3.7906717e-28
10100	-0.95107297	3.4749729e-30
10120	-0.53587202	2.8153163e-28
10140	0.12527978	5.3467251e-29
10160	0.72893153	5.3238819e-29
10180	0.9980233	2.7664007e-28
10200	0.80904923	7.0999371e-29
10220	0.24874332	1.4087269e-28
10240	-0.42572908	2.0479053e-28
10260	-0.90480329	1.649303e-29
10280	-0.96859712	3.6658697e-29
10300	-0.58783094	3.4676041e-29
10320	0.062733833	8.3952989e-29
10340	0.68450546	1.9814759e-29
10360	0.9921075	1.117148e-29
10380	0.84435889	3.0367705e-29
10400	0.30907228	1.6145057e-28
10420	-0.36807019	1.4230726e-28
10440	-0.87627835	1.529214e-28
10460	-0.98229833	5.0879569e-30
10480	-0.63746982	6.487201e-30
10500	-5.9822703e-05	7.8766574e-30
10520	0.63737763	4.0278536e-29
10540	0.98227591	1.4775765e-28
10560	0.876336	1.7430247e-29
10580	0.36818145	8.7338814e-29
10600	-0.30895846	2.4373872e-28
10620	-0.84429476	3.2938962e-28
10640	-0.9921225	6.0266789e-29
10660	-0.68459274	1.2669982e-28
10680	-0.062853348	8.9160513e-29
10700	0.58773403	3.1746734e-28
10720	0.96856733	1.2939132e-28
10740	0.90485431	2.2016837e-28
10760	0.42583754	4.3747856e-28
10780	-0.24862718	6.7736936e-28
10800	-0.80897873	4.3554469e-28
10820	-0.99803084	1.4058424e-27
10840	-0.72901369	6.4324935e-28
10860	-0.1253989	5.2758011e-28
10880	0.5357706	4.9637779e-28
